PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
2190501,YUVRATO BAXI Men's Tan Oxford (763-Tan-10),"[Material : You'll Love This Light Weight Height Increasing Formal Woven Corporate Casual And Formal Oxford Lace-Up Shoes. It Features A Faux Leather Upper, Synthetic Leather Inner, Lace-Up Style For Easy Fit, Soft Lining, Cushiony Memory Foam Insole For Comfort And Support, And A Non-Marking Outsole. Manmade Materials.,Feature : Extremely Light Weight Material, It Is Nice Height Increasing Shoes For Everyday Use, Or Office wear Or Formal Occasion And Dress Shoes. Padded Collar With A Soft Lining , Cushioned Memory Foam Insole, This Unique Design And Stylish Shoe Is To Maximize Your Fashion At The Fairest Price Possible.,About Yuvrato Baxi : We Have Hundreds Of Different Height Increasing Woven Corporate Casual Oxford Lace-Up Shoes To Choose From. Whether You Are Looking For Formal And Casual Or Even Dress Shoes, Products For All Types Of Moments, Whether You Are Looking For Woven Corporate Casual Oxford Shoes For Your Boys Or Men's Looking For Something New To Wear To An Interview, Or Looking For A Sturdy Lace-Up For Upcoming Weather. Yuvrato Baxi Brings You Comfort All Day Around.,Rotate Your Pair Of Shoes Once Every Other Day, Allowing Them To De-Odorize And Retain Their Shapes. Use Shoe Bags To Prevent Any Stains Or Mildew. Dust Any Dry Dirt From The Surface Using A Clean Cloth. Use Polish Or Shiner. Use paste, wax or cream polish to shine your Shoes regularly. Make sure the polish matches the Shoes. Store In a Dry Area. Do not wear them in water logged area.,Comfortable And Stylish Regular Casual And Formal Wear]",,3246,1181.1
1125234,"Dingo Tied Plush Bone Toy, 8-inch",,,6889,1075.0
1916383,Zenix Combo of Hair and Beard Wax and Temporary Color Hair Wax Red,"[Zenix Hair & beard Wax is a medium-hold styling wax for a perfectly tousled classic look that looks natural and is designed to thicken and texturized hair and whatever style you decide to go with.,This wax is formulated specifically from face friendly ingredients that allow for use on facial hair while minimizing the chances of clogged pores, breakouts and irritation or even it contains skin and hair conditioning ingredients.,Zenix Colour wax instantly hair was is a temporary colored moisturizing, firm hold edge control gel. Designed for fashion hair styling, curly to oily hair that smoothly lays down the hairline. Added nourishment, brilliant shine and long lasting intense hold for any hair style.,Easy coloring, easy washing, strong and no to damage hair and no stickiness. Made from safe herbal ingredients, this is a 100% safe to use and top quality product that will give you the results that you so much yearn for.,Instantly dying hair. Good solution for people who likes dying hair with different colors. Perfect for Daily use, Festivals, Parties, Stag & Hen, Events, Clubbing, Raves, Halloween, Fancy dress.]","ZENIX HAIR AND BEARD WAX WITH NATURAL MOISTURIZING BENEFITS OF ALMOND AND VITAMIN-E (150 GM) Give your hair and beard the nutrients it deserves. Pamper it with the natural moisturizing benefits of Almond that is rich in Vitamin E and other hair and beard-friendly nutrients that penetrate the hair to soften, strengthen and nourish it. It is made of high-quality ingredients for firm hold, style and a natural finish for defined looks, it is great for precision looks. Jojoba & castor oil lends a woody scent as well as vital nutrients for hair and beard growth. Vitamin E and Pro Vit. B5 works double duty to condition your mane while styling it at the same time. Since the Hair and beard wax is 100% natural, you don't need to worry about washing your hair and beard for the stiffness from the wax. Time to show off that perfectly groomed hair and beard. ZENIX TEMPORARY COLOR HAIR WAX FOR STRONG HOLD AND INSTANT HAIR COLORING WITH ADDED NOURISHMENT (BLUE, 100 GM) This colour Hair Wax allows you Styling and Coloring hair at the same time. Change starts from here! Change starts with you! Starts your party mode from your hair colour & style. Zenix Instant Hair Colour Wax is very easy and fun to use. A definite keeper in your hair product arsenal. Perfect for Daily use, Festivals, Parties, Stag & Hen, Events, Clubbing, Raves, Halloween, Fancy dress. Made from safe herbal ingredients, this is a 100% safe to use and top quality product that will give you the results that you so much yearn for. Zenix Colour wax with added nourishment, brilliant shine and long-lasting intense hold for any hairstyle. The unisex hairstyle cream wax claims to give you pleasant coloured looking hair instantly, with no bleach used and no damage to the hair. Easy colouring, easy washing, strong and no to damaged and sticky. A good solution for people who like colouring hair in different colours. This hair colour is temporary and easy to wash with just water.",522,314.9606296
326774,An Extract of the Life and Death of Mr. Thomas Haliburton. the Fourth Edition,,,133,614.0
727923,Get Him to the Greek,,,0,591.0
1706028,"【Christmas Gifts】Washable Manicure Table Mat,Nail Art Hand Pillow (Marble)","[★High Quality --- Made of high quality PU leather, soft and comfortable, durable and wear resistant,★Comfortable Experience --- Effectively relieve hand fatigue of customer and reduce hand pressure during nail art.Fine workmanship, providing comfortable experience of nail treatment and manicure,★Stable and Durable --- Removable design, convenient and fast, not easy to break and deform.Compact size and lightweight, space saving and easy to store,★Easy to Clean --- Washable hand cushion, easy to clean the nail polish or UV gel with wet cotton pad,★100% Satisfaction Guarantees --- We guarantee to provide our customers with the best products and services after the sale. If you are not satisfied with the purchase of a new product, we will replace the product or give you a 100% refund]","<br> <br> <b>Specification:</b><br> Item Type: Hand Pillow <br> Material: PU <br> Color: As Pictures Show<br> Optional Type: Marble, Green Leaf<br> Hand Pillow Size: 25 * 9cm / 9.8 * 3.5inch<br> Hand Pad Size: 40 * 34cm / 15.7 * 13.4inch<br> Function: For Nail Treatment and Manicure<br> <br> <b>Package List:</b><br> 1 * Hand Pillow <br> 1 * Hand Pad<br> <br> <b>Note:</b><br> It is recommended to wash with clean water. Functional water(nail remover, cleaning gel, etc.) is corrosive.<br>",13111,39.3700787
2259205,Hanreshe Syringe Enamel Pin Metal Blue White Red Brooch Medical Pins Punk Jewelry Doctors Nurses Gift Crystal Lapel Pins Women Accessories (white),"[Gift for doctor and nurse: syringe brooch is very lovely and beautiful. Beautiful packaging, very good gift for medical workers,Material: made of alloy, white enamel outside, and beautiful crystal. Make Brooch more beautiful,Size: 1.18 * 0.59 inch. Weight: 3.9G,Occasion: the register medical Brooch can express the identity of doctors and nurses medical workers,Service: if you have any dissatisfaction with the product, please feel free to contact us and we will help you deal with it]",Syringe Brooch for doctors and nurses. White enamel and red crystal,9564,137.79527545
1606906,CONNECTWIDE® 6 in 1 Travel Shoe Care Shine Brush Set Luxurious Shoe Polish Kit in A Carry Case - Travel Polishing Care Kit PU Leather Elegant Compact Case Perfect Gift for Father's.,"[- STAY SHARP LOOKING WHEREVER YOU GO: CONNECTWIDE’'s premium shoe shine travel kit is lightweight, portable and comes with a convenient, elegant travel case. With this set, you can be sure that your shoes will remain sharp-looking and perfect clean no matter where you are!,- ALL INCLUSIVE SHOE SHINE BUNDLE: You'll never find yourself missing a shoe shine accessory ever again - this shoe shine travel bundle was specially and thoughtfully put together to include every piece of gear you could need to keep your leather shoes clean and clear to a mirror sheen!,- UNPARALLELED QUALITY & DESIGN: includes nothing but the best quality accessories in its shoe shine kits, each piece designed and crafted to ensure maximum practicality, durability and function. This shoe care set includes a PU leather compact case, a shoe brush, a handle brushes a metal shoes horn, a shine cloth and two shoes clear and wax.,- PERFECT GIFT IDEA: If you're looking for a thoughtful gift for a smart-looking friend or family member, look no further! This compact leather shoe shine kit is perfect for every smart dressed or uniformed professional, such as traveling business executives or armed services members. It even comes pre-packed in a semi-glossy easy gift-wrapping box! Perfect Father's Day Gifts.,- MONEY BACK GUARANTEE: At connectwide, we have absolute faith in our premium shoe shine travel kit. After all, we use it ourselves daily! If, however, you do not find the product you receive to be up to your quality standards, we offer you a 100% money back guarantee. That's how confident we are in our shoe shine sets!]","""Product Description: ★. Convenient and Compact design shoe shine kit which includes all necessary tools and accessories to keep your leather shoes shiny and clean. ★. Small, lightweight and durable. Stylish magnetic snap case is easy to carry and keeps things organized. ★. Easy-to-Carry shoe polish set is great for business travelers, military services or holiday travelling. Take it with you whenever you go to. ★. Great gift for men, spouses, your boss, dads, young professionals or special occasions like wedding. ★. The elegant shine shoe set includes a PU leather compact case, a shoe brush, a handle brush a metal shoes horn, a shine cloth and two shoe polish and wax polishes. Inner set: 2 * Shoe polish (1 black, 1 transparent) Set 6 Piece 1 * Shoeshine brush 1 * Shoehorn 1 * Shoe cloth (Color may vary) 1 * Storage bag Instructions for polishing and maintaining your shoes. 1.Remove the laces from the shoes before starting to polish. 2. Remove the dirt from your shoes. The dirt can get into the leather if it has not been removed before. For best results, it is recommended that you clean your shoes with a wet or damp cloth and let them dry before applying the cream. 3. If your shoes are dry and fragile, apply leather care products (not part of the package). Just as your skin can become dry and brittle, so can leather. Apply the care product with a dry cotton cloth and let it dry completely before proceeding to the next step. 4. Apply the shoe cream evenly over the entire shoe. A thin layer will suffice, but make sure it is even to prevent staining. Let the shoe polish dry again before proceeding to the next step. The shoe polish should be applied with a clean cotton rag or with the help of the foam applicator. Use the small brush to brush the area between the heel and the shoe top. 5. Polish your shoes until they shine: use a large brush first; then use the polishing cloth to secure the final shine. """,3097,669.2913379
193464,In the Superme Court of Reilish Columbia,,,6104,614.172
2222006,IVELECT Chainsaw Forestry Safety Visor Helmet Mesh Face Shield,"[Professional forestry or farming safe helmet with safety visor,For trimming garden or logging forestry type work.,Easily assemb the helmet by yourself,Adjustable headband,Metal Mesh Full Face Mask,Protect face from flying chips and debris]","<p><b>Description:</b></p><p>Professional forestry or farming safe helmet with safety visor<br>For trimming garden or logging forestry type work.<br>Easily assemb the helmet by yourself,Adjustable headband<br>Metal Mesh Full Face Mask <br>Protect face from flying chips and debris</p><p><b>Specification:</b></p><p>Material: ABS+Steel Wire Mesh<br>Main Color:Yellow</p><p><b>Package Includes:</b></p><p>1 Piece Forestry Safety Visor</p>",13405,196.8503935
1963516,Easybuy Baby-Girl's Trouser Regular Casual Pants (SU91SR72GZ_BABY PINK_18M),"[Fabric: Cotton Lycra,Utility Pocket,Stretchable,Adjustable waist,Polka dots]",,2442,960.628
577335,Nothing Short of a Miracle: God's Healing Power in Modern Saints,,,23,611.0
1987319,"Kodenipr Club Brownie/Sizzler Plate with Wooden Plate/Stand (Round Sizzler) (4 Pieces, 6"" Inch)","[Material: Wooden Base, Cast Iron Plate,Provide High Durability, 100% Quality Guarantee,The sizzle and smoke would give you an adrenalin rush for sure. Though it looks like a fancy dish served at restaurants, its pretty simple to make at home and the satisfaction and praise that you get for making it from scratch is priceless,Precaution after using iron plate: just wash it with hot water and scrub it with whatever you like. Dry it with a towel, and put it back on the burner. Allow the high heat to evaporate any remaining water left. When it cools again, apply a very light coat of oil to the plate with a paper towel. This will keep any moisture in the air from causing rust while the plates are stored. For any more minute details please read it on net]","Iron plated metal plate and wooden base Impress your guests with these lovely cast iron plates, which are presented at table on wooden platters. These lovely sizzler plates add true authenticity to any dish requiring a sizzzzzz at the table <br/> Ideal for dishes such as steaks, shashlik or kebabs or even traditional steaks and meats. Improve your table presentation with these serving platters. <br/> Precaution after using iron plate: just wash it with hot water and scrub it with whatever you like. Dry it with a towel, and put it back on the burner. Allow the high heat to evaporate any remaining water left. When it cools again, apply a very light coat of oil to the plate with a paper towel. This will keep any moisture in the air from causing rust while the plates are stored.",1404,787.401574
156486,Rituals in Psychotherapy: Transition and Continuity,,,1,650.0
1041347,"Brite Star 35 lt Traditional Mini Battery Operated LED, Count, Warm White","[Perfect for wreaths, outdoor trees, Bushes and DIY projects,Works In Cycle- Stays On 6 Hours, Turns Off Automatically For 18, Turn It On Once, Last All Season? Works In Cycle - Stays On 6 Hours,,4 inch Bulb spacing,2 x D batteries (not included),90 day seasonal]",,8501,400.0
2752511,"Mirvyagr Portable Combo Bag,Carrying Case for Drone EVO Nano/Nano +,Portable Compact Storage Bag for EVO Nano Series","[【Precision Design】,【Durable Fabric】,【Scratch-proof】,【Precise Mold Opening 】,【In the Box 】]",1.<br> 2.<br> 3.<br> 4.<br> 5.In the box: 1x EVO Nano Series Combo bag (Note:EVO Nano Series Drone and Remote Controller are not included),1890,362.204
905185,An English harmony of the four Evangelists,,,1,550.0
1536106,Pouchee Pouchee Avi Crossbody Handbag/Organizer Purse (Blue/Green),,Pouchee Avi Crossbody Handbag/Organizer Purse (Blue/Green),9208,900.0
720548,Wie der Fluss in meinem Dorf,,,99,525.0
2234253,Pikkme Funky Cute Life Quotes - Less Bitter More Glitter - White Designer Printed Hard Back Covers and Cases for Xiaomi Redmi Note 10,"[Protection: Xiaomi Redmi Note 10 Cover and Case by Pikkme provide best protection to your phone; it prevents it from the damages a smartphone got from falls and drops. It got camera bump to protect it from serious damages.,Quality: Our Back Cover For Xiaomi Redmi Note 10 is made with high quality Poly-carbonate material which provides it sturdy grip and matte finish feel. They never get YELLOW like the SOFT Silicone Case get.,Print Quality & Warranty: Mobile Cover For Xiaomi Redmi Note 10 printed by pikkme is the best cases you can get. These cases are printed with Original Korean - Ink Sublimation Technology which makes the print never fades away. We provide life time print warranty for our Xiaomi Redmi Note 10 cases. Our print quality is much better than the print quality of soft cases as they got faded and cracks within a month or so.,Precision: The mobile cover For Xiaomi Redmi Note 10 by pikkme is highly precise with the cut-outs and opening for ports and buttons. They provide easy access to all your buttons and earphone jack too.,Designs & Best Gift Item: Pikkme Xiaomi Redmi Note 10 back cover are built with cool, funky and awesome designs in mind, we cater you the coolest phone cases ever for you device and not only that you can gift these cases to your loved ones too.]","Unique product by Pikkme Made with cutting edge sublimation printing technology, this polymer phone case by Pikkme is capable of withstanding a lot of intensive use without suffering as much as a scratch. The only phone case for mobile model Xiaomi Redmi Note 10is intended specifically for and fits the dimensions of this phone while leaving almost no space in between. Very colorful design is making the cover visually impressive even from afar. Serious protection Despite a very thin profile and negligible weight, the case is much stronger than it looks at first sight and won’t bend or break even if you drop the phone to the ground. Technical perfection Technical quality of Xiaomi Redmi Note 10case is off the charts, while worldwide delivery is lighting fast. Printing comes with a one-year warranty.",12064,787.401574
2532407,"I Love You | KANAK | Printed Name, Gift for Friends , Lovers , Valentine's Day , Anniversary Gift , Happy Birthday Gift , Rakhi , Rakshabandhan , Sister , Wife , Ceramic Coffee Mug (330 ml)",,The A D Art an Crafts brings you a creative design on Mug | MUG MATERIAL : White Ceramic | High Quality Sublimation Printing | Premium Quality Gloss Finished | (2) PACKAGE CONTENT: Printed Mug Only (3) Premium Quality Gloss Finished Sublimation Printed Mug | Thermocol Safe Packaging | Microwave Safe | Non Toxic | Easy To Wash (4) Professional Printing On Both the Side Of Mug.,1396,326.77165321
213301,Clan MacIntyre Tartan Journal/Notebook,,,1,600.0
571151,Head On,,,12744,767.715
1371346,Makita 100mm Angle Grinder,"[Continuous rating Input 350W,Capacity Steel : 10mm (3/8"") Wood : 25mm (1""),No load speed (rpm) 0-3,000,Dimensions (L x W x H) 230x66x176mm (9""x2-5/8""x6-15/16""),Net Weight 1.2kg (2.6lbs)]",Compact yet Powerful one-hand Grinder.,5,1181.102361
153881,Busy Ants (Pull Ahead Books),,,59,650.0
2307758,Anti Vibration Pads Washing Machine Support Furniture Feet Non Slip Rubber Environmentally Friendly Materials Washer Dryer Pedestals Leveling Feet Protect Floors(4PCS),"[【Anti Slip Anti Vibration】:Washing Machine Stabilizer It helps to keep the balance of your washer at a perfect angle to lessen shocks.Our washer and dryer pedestals prevent scuffing, scratching, or any type of damage to your floor,【Eliminate Noise】:The mute pads above washing machine anti vibrasion pads can effectively resolve the noise of the washing machine when it works, create a quiet environment,【Premium Material】:Our washer vibration pads was made of environmentally friendly The upper layer is made of high-quality PP material, the lower layer is made TPU non-slip rubber,It has good bearing capacity, toughness and wear resistance, moisture resistance, corrosion resistance,【Good Stability】:Rubber feet bumpers The maximum load-bearing capacity of the anti-vibration pad can reach more than 500KG,【Multi Uses】:Washing machine support anti vibration rubber pads can be used not only for washing machines but also for household appliances, sofas, table legs, chair legs, closet legs, sofa legs]","Musibo - Washing Machine Support Anti-slip Anti Vibration Mat Makes Life Be Orderly Washing machine foot pad is made of environmentally friendly plastic and high strength rubber. Our anti vibration mat for washing machine has spikes that can be firmly fixed on the washing machine leg, which has a non-slip effect. It can also assemble 2-3 layers to raise your furniture and electrical appliances, convenient for you to clean. Features: 1.The maximum load-bearing capacity of the anti-vibration pad is more than 500KG. 2.Our materials will not give off the strong smell of other similar sellers 3.Anti-vibration, anti-walking, will not scratch the floor and eliminate noise. SPECIFICATION: Brand: Musibo Color: Blue & Grey Material: TPU Rubber + PVC Size: Diameter * Height = 2.75 Inch * 1.65 Inch Weight: 2.75 Ounces For One Pad Product Included: 4 Pcs Shock and Noise Cancelling Washing Machine Support (1set) How to Install: Place the foot pad next to the foot, carefully lift one side of the machine and slide the foot pad to the position of the machine foot support, then slowly lower the machine, the machine foot should be placed in the groove of the foot pad.",1505,270.0
565158,Seasons of Grace: Thirty Sermons: Pathways from Wilderness to Wonder,,,129,600.0
2653297,Odian Hard Plastic 3D Printed for Samsung Galaxy M30S Designer Flower Multi Colour for Girls & Boys Printed Back Cover for Samsung Galaxy M30S,"[Designer cover case. Beautiful and Tough. Use this case to reduce the chance of breakage.,Fix perfectly around the inner shell to absorb impact form drops bumps and shocks.,Complete access to all features of the device including microphone, speaker, camera and all buttons. Enhance the appearance of the overall phone.,Easy to install and uninstall,For sam m30s]","Give a new style to your phone with this designer cover from the house of Odian Mobile Accessories. This cover has been designed to be used onSamsung Galaxy M30S 1 smartphone. Made from plastic, this solid back cover has a sturdy and attractive design in multy color.",12064,669.2913379
2862041,GlobalNiche® 4pcs Picture Hanging System Hangers Adjustable Hooks for 1.5-2mm Cable One Piece,"[Good quality and Suitable to use.,This Product comes in a proper Packaging.,In case of any query or issue. Feel free to reach out to us.,Contains: Pack of 1.,Delivery within 3-5 weeks.]",GlobalNiche 4pcs Picture Hanging System Hangers Adjustable Hooks for 1.5-2mm Cable One Piece,1702,590.5511805
1551758,"Generic Head Wig,","[Brand: Generic,Package contents: 1 head wig,Size: 20 inches,Clutcher extensions,Long,Looks like real hair]",,11455,669.29
274579,"New Monthly Magazine, Volume 54...",,,123,744.093
1983129,"Stupell Industries Clustered Pink and White Florals Elegant Flowers, Design by Ziwei Li Canvas Wall Art, 30 x 40, Grey","[Dimensions: 30 x 1.5 x 40 Inches,Proudly Made in USA,Our stretched canvas is created with only the highest standards. We print with high quality inks and canvas, and then hand cut and stretch it over a 1.5 inch thick wooden frame.,Ready to Hang - No Installation or Hardware Needed,Design by Ziwei Li]",,6548,3000.0
2618293,Furniture Tree Solid Sheesham Wood King Size Bed with Storage for Living Room Bedroom (Teak Finish),"[King Size Bed Dimension: Length (83 Inch), Width (74 Inch), Height (40 Inch),Primary Material: Sheehsam Wood; Secondary Material: Plywood,Ideal Mattresses Size: 72 x 78 inches (Not Included); Finish: Teak Finish,Easy to Maintain :The product has a solid frame. It requires minimal maintenance and is easy to clean.,The product requires basic self assembly at customers end and comes with necessary accessories.]",This Bed is made up of Solid Sheesham wood and ingenious design will refreshen your interiors with its plush look and compliments any existing decor. This Stiff Bed is one stop product to fulfill all your needs and requirements while giving a gracious living Style.This facilitates portability and easy transportation Assembly of the product is simple and straightforward.,8302,3267.7165321
1117852,Airbourne,,,7,550.0
2967934,Playbuys Army Men Play Set Mini Action Figure with Soldiers Toys Pretend Play Gifts,"[268 Pieces Set. With 268 pieces in all, the action-packed army set includes multiple army men, a variety of vehicles, bunkers, transport aircraft, submarines, ships and other accessories to keep children engaged for hours on end.,Army Men - Let the battles begin! furnished in green, red and situated in various poses, your child will love engaging in endless role-playing fun as he serves in the army to defend his country with multiple army men toys.,Vehicles - A perfect addition to any boyâ€s vehicle collection, this set includes a variety of different vehicles to enhance the fun. from jeep, and artillery, armored vehicle, rocket, tank, to fighter, his collection will be complete.,Storage Bag - This set of action figures and army toys for boys comes with a plastic bag for easy storage and transport of all 268 pieces.,Kindly refer the product description before buying the product.]","<p><b>Description:</b></p><p>268 Pieces Set. With 268 pieces in all, the action-packed army set includes multiple army men, a variety of vehicles, bunkers, transport aircraft, submarines, ships and other accessories to keep children engaged for hours on end.<br />Army Men - Let the battles begin! furnished in green, red and situated in various poses, your child will love engaging in endless role-playing fun as he serves in the army to defend his country with multiple army men toys.<br />Vehicles - A perfect addition to any boyâ€s vehicle collection, this set includes a variety of different vehicles to enhance the fun. from jeep, and artillery, armored vehicle, rocket, tank, to fighter, his collection will be complete.<br />Storage Bag - This set of action figures and army toys for boys comes with a plastic bag for easy storage and transport of all 268 pieces.<br />Durable Construction - Constructed out of durable plastic, this set of toys will provide long-lasting strength and use for many years to come.</p><p><b>Size Chart:</b></p><p>Soldier Height: 4cm / 1.97inch.</p><p><b>Package Includes:</b></p><p>268 Pieces Army Action Figures Set.<br />1 Piece Clear Storage Bag.</p><p><b>Note:</b></p><p>Color might be slightly different due to the color calibration of each individual monitor.<br />Please allow slightly measuring deviation due to manual measurement.</p>",1225,708.6614166
899518,"Winco Glass Lined Airpot, 3-Liter, Lever Top","[Product Type: Thermoses,This product is imported from USA - It is a 100% genuine product]","AP-835 Features: -Material: Stainless steel. -Lever top. -Swivel base. -Glass lined. -Heat retention: 10 Hours at 174°F and 24 hours at 150°F. -Capacity: 3 Liters. Color: -Brush. Capacity: -12.68 Cups. Primary Material: -Stainless steel. Product Type: -Airpot. Pattern: -Solid. Dimensions: Overall Height - Top to Bottom: -18.13"". Overall Width - Side to Side: -6.75"". Overall Depth - Front to Back: -7"". Overall Product Weight: -3.9 lbs.",1273,650.0
474604,Fairy Tales (Highlights Find & Color Hidden Pictures),Highlights Press,,47,838.0
323618,"The New Annual Army List, Militia List, and Indian Civil Service List; Volume 1875",,,12417,614.0
1326343,Skechers Elite Flex Fashion Sneaker Black/White 6.5 D(M) US,"[Designed with quality and comfortable in mind,Perfect fit and stylish for any occasion,Durable for all seasons]",Well paired with any clothes and can be worn for any occasion. Best choice for versatile use,3251,1100.0
2986999,Felzon Inflatable Toy Pirate Sword Party Favors,"[This toy sword makes perfect safe favors for little buccaneers at a pirate party,Have some pirate fun with this inflatable sword,Color: Silver, Material: Vinyl, Size: Approx. Standered,Package Includes: 1 Piece Inflatable sword,Kindaly reffer the product description before buying the product.]",<p><b>Description:</b></p><p></p><p> This toy sword makes perfect safe favors for little buccaneers at a pirate party</p><p> Have some pirate fun with this inflatable sword</p><p> Soft and lightweight for children</p><p> Color: Silver with black handle</p><p> Note: Keep away from fire</p><p> Material: Vinyl</p><p> Length(Approx.): 28.5 inch (72.8cm)[Deflated] / 27inch(71.6cm)[Inflated]</p><p><b>Package Includes:</b></p><p>1 Piece Inflatable sword</p>,7271,314.9606296
2826256,ProScreens Screen Guard for Infinix Note 11 Pro Anti Shatter 9H Clear Guard Better Then Tempered Glass With Easy Installation Kit,"[HD Clarity with 99% transparency and oleophobic coating,High Definition (HD) Clarity - Super thin protector gives real touch feeling and high sensitivity. Ultra clear High-Transparency provides you high-definition viewing.,Easy Anti-Bubble installation- Bubble-Free Adhesive makes it easy to install the screen protector. Topped with oleophobic coating to reduce fingerprints, protect against oil, water and dust. Easy to keep clean,Easy Installation: Contains 1 Screen Guard / Protector, 1 wet wipe, 1 dry wipe, Dust Absorber With Alignment Tool,Bubble proof, Scratch resistant, Anti-fingerprint, Anti-glare, Anti-shatter, Touch-sensitive]","Protect Your Screen From Daily Scratches, Dust, And Normal Signs Of Wear. Curve Edge Precise laser Cut For Best Fit And Easy Installation. Protects Your Phone's Display Against Dust, Scratches, Scraping, Fingerprint.Ultra HD Clear And Amazingly Thin 0.44mm Thickness, Perfectly Matches The Contours Of Your Device.",2211,669.29
2099716,"Two Feet Ahead NCAA College Newborn Infant Mascot Short Sleeve Tee T-Shirt (6 Months, Florida State Seminoles)","[100% Cotton,Officially licensed by NCAA,Super soft 100% cotton,Machine washable,Screen printed]",100% Cotton. Officially licensed by NCAA. Super soft 100% cotton. Machine washable. Screen printed.,2385,100.0
560756,Cyber Resilience A Complete Guide - 2021 Edition,,,1,600.0
2937839,TOPTACPRO Airsoft Suppressor Cover 7 Inches Laser-Cut Multicam Camouflage Accessories (D:Coyote Brown),"[MATERIAL: TOPTACPRO suppressor cover is made of excellent nylon fabric and loop soft liner, which do better protection and camoflage to your airsoft suppressor. America Genuine CP Fabric(Multicam/Multicam black); 500D Cordura(Coyote Brown/Black/Ranger Green),WONDERFUL OUTWARD DESIGN: Durable fabric with Laser Cut Logo, TOPTACPRO Original Brand, With soft inner Loop, Anti-Slip. Designed to protect your equipment better.,FUNCTION DESIGN：Elastic Rope,adjustable to fit different size suppressors, and small laser cut hole for better heat dissipation. Highly-secure design stays in place during vigorous movement. Quick release more convenient to use in Games.,LOOP SOFT LINER: Soft loop liner inside, provide better grip to suppressor, anti-slip and will not do harm to suppressor.,SPECIFICATION: 7.5’’(Length) x 1.75’’(Diameter). Adjustable to fit suppressors from 1.3"" up to 1.75"" in diameter. Weight: 0.14 lb. Only suitable for airsoft. Extremely Light Weight and Low Profile.]",,7332,800.0
1000112,"Deny Designs Shannon Clark Night Walk Duvet Cover, Twin/Twin XL","[Turn your bedroom into a super stylish focal point with this artistic duvet cover!,This lightweight duvet is made from ultra soft, woven polyester with a hidden and secure zip closure,There are interior ties to attach the duvet cover to the down comforter or insert,Deny Designs duvet covers are comfy, fade resistant and machine washable,Deny Designs is a revolutionary Home Decor company that supports the art community worldwide,Each item is a piece of art designed by the Deny Designs team of over 150 talented artists,Hand crafted and produced in Denver, Colorado, USA]",,1623,8800.0
1293368,"Elle Decor 26"" Mid-Century Modern Natalie Arm Chair in Beige","[Ready to assemble in ten minutes with matching  single pillow for added style and comfort,Arrives in one convenient box so clean-up is a breeze,Microfiber material for durability and softness,Pair with the Natalie sofa as a great accent piece or pair two arm chairs together in an office setting,Choose your favorite color: light gray, beige and dark gray]",,13413,3300.0
1362287,"SARAL HOME EASY LIVING Soft Microfiber Small Anti Slip Bath Mat Set of 2 Pieces -(50x80 cm, Beige, Big)","[Soft,Fast water absorbent,Anti slip]",Saral home very soft fast water absorbent microfiber anti slip bathmat set of 2 pieces with non-woven fabric backing. Size of mat 50x80 cm.,1616,3149.606296
1254293,Wrist Watch - You Think Big You Get Big Analog Men's and Boy's Wrist Watch - Unique Analog Quartz Leather Band Wrist Watch by BigOwl,"[<b>CLASSIC CASUAL DESIGN</b>: All Designs are Licenced under Brand -BigOwl,<b> Personality </b> : Now you can be defined depending on the type of watch you are wearing.!,These designs would give you a more positive outlook on life and boost your self-confidence.,These Designer Dial Watches are great gift choice to your loved ones for Christmas, birthday, anniversary, Father's Day, graduation or Valentine's Day.,Perfect for any gift giving situations.,The wrist watches involve high grade long lasting japanese technology.]",,3379,440.944
1556854,Ayesha Curry Natural Instincts Double Cloth Decorative Pillow Ogee 16X16 Black,"[Whether in her best-selling cookbook or on her social media platforms followed by millions of fans, Ayesha Curry embraces each moment with an effortless authenticity. The Ayesha Curry Bedding Collection is designed to help give your family a beautiful and comfortable home. From the fabrics to the textures and colors, the entire collection represents Ayesha’s ideal of a relaxed but luxe lifestyle for the home.,Inspired by flat woven rugs this Ayesha Curry decorative pillow is crafted of a natural linen blend fabric and embroidered with an ogee design.,Decorative Pillow Size: 16X16"",Coordinates to the Ayesha Curry Natural instincts Double Cloth Comforter]",,7258,1600.0
833791,"Azden HS-12H Unidirectional, Behind The Head, Headworn Microphone with Professional 4-Pin Hirose Connector",,,4,610.0
1173359,"Portfolio Canvas Decor 'Wing and a Prayer' by Mindy Sommers Wrapped and Stretched Canvas Wall Art, 24 x 36","[Artwork Title - Wing and a Prayer Artist Name - Mindy Sommers Size - 24x36x1.5 in. Quantity - 1,Painting reproduction, museum quality canvas giclee print, stretched with wooden frame on the back, ready to hang,Perfect wall decoration for living room and bed room, hallway, kitchen, dining room, office, or any other room in your home or business,Part of the largest collection of canvas art online at Amazon, check out our entire gallery from Portfolio Canvas Decor,Premium quality, great gift idea for family or friends, or transform a room in your own home!]",,1557,2400.0
